League of Legend%League of Legends es un juego de estrategia por equipos en el que dos equipos_de cinco campeones se enfrentan para ver quien destruye antes la base del otro._Elige de entre un elenco de 140 campeones para realizar jugadas epicas y alzarte con la victoria.%../imagenes/secundarias/1.jpg%Riot Games%Estrategia_Multijugador_Fantasia
Valorant%VALORANT es un shooter tactico 5v5 basado en personajes_que esta ambientado en un escenario internacional. Sed mas listos_ que vuestros oponente, superadlos con grandes jugadas y_ eclipsadlos con habilidades tacticas, armas precisas_ y trabajo en equipo adaptable.%../imagenes/secundarias/2.jpg%Riot Games%Multijugador_Disparos
Rocket League%Rocket League combina el futbol de estilo arcade_ con el caos a cuatro ruedas, unos controles faciles_ y una competicion fluida y basada en la fisica._Descarga y compite en este titulo de alto octanaje que _combina el futbol de estilo arcade con el caos a cuatro ruedas.%../imagenes/secundarias/3.jpg%Psyonix%Multijugador_Deportes
Fornite%Reune a tus amigos y dad el salto a Fortnite, un enfrentamiento gigante entre_100 jugadores en el que se combinan los disparos, reunir botin,_fabricar cosas y el caos absoluto. El resultado es una experiencia competitiva online feroz_y totalmente impredecible que cada temporada se vuelve mas salvaje.%../imagenes/secundarias/4.jpeg%Epic Games%Battle royale_Disparos_ Multiplataforma
League of Angels-Heaven's Fury%League of Angels – Heaven's Fury_es un revolucionario juego de rol de accion en linea en 3D que_tiene lugar en un mundo fantastico basado libremente en la mitologia occidental.%../imagenes/secundarias/5.jpg%CHENGDU DREAMCALLER TECHNOLOGY CO%Multijugador_Videojuego de rol_Accion
